Station_name,State,District,Agency_name,Date,level,lat,long,Telemetry,Year
Besant Nagar,Tamil Nadu,Chennai,CGWB,2013-01-05,3.77,13.00138889,80.27,2,2013
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2013-05-15,7.21,13.10555556,80.28138889,2,2013
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2013-05-15,7.5,13.02222222,80.225,2,2013
Chepauk (A),Tamil Nadu,Chennai,CGWB,2013-05-15,3.8,13.05555556,80.28138889,2,2013
Besant Nagar,Tamil Nadu,Chennai,CGWB,2013-05-15,4.72,13.00138889,80.27,2,2013
Alwarpet,Tamil Nadu,Chennai,CGWB,2013-05-15,2.64,13.025,80.25833333,2,2013
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2013-05-15,2.42,13.04166667,80.20833333,2,2013
Alwarpet,Tamil Nadu,Chennai,CGWB,2013-08-25,2.4,13.025,80.25833333,2,2013
Besant Nagar,Tamil Nadu,Chennai,CGWB,2013-08-25,4.76,13.00138889,80.27,2,2013
Chepauk (A),Tamil Nadu,Chennai,CGWB,2013-08-25,3.1,13.05555556,80.28138889,2,2013
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2013-08-25,2.1,13.02222222,80.225,2,2013
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2013-08-25,2.15,13.04166667,80.20833333,2,2013
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2013-08-25,7.35,13.10555556,80.28138889,2,2013
Vepery,Tamil Nadu,Chennai,CGWB,2013-08-25,6.58,13.08333333,80.27083333,2,2013
Besant Nagar,Tamil Nadu,Chennai,CGWB,2013-11-05,3.85,13.00138889,80.27,2,2013
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2013-11-05,1.0,13.04166667,80.20833333,2,2013
Vepery,Tamil Nadu,Chennai,CGWB,2013-11-05,6.5,13.08333333,80.27083333,2,2013
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2013-11-05,7.16,13.10555556,80.28138889,2,2013
Tondiarpet,Tamil Nadu,Chennai,CGWB,2013-11-05,6.2,13.11666667,80.275,2,2013
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2013-11-05,1.56,13.02222222,80.225,2,2013
Chepauk (A),Tamil Nadu,Chennai,CGWB,2013-11-05,2.55,13.05555556,80.28138889,2,2013
Vepery,Tamil Nadu,Chennai,CGWB,2014-01-05,5.87,13.08333333,80.27083333,2,2014
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2014-01-05,0.85,13.04166667,80.20833333,2,2014
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2014-01-05,1.11,13.02222222,80.225,2,2014
Besant Nagar,Tamil Nadu,Chennai,CGWB,2014-01-05,4.26,13.00138889,80.27,2,2014
Alwarpet,Tamil Nadu,Chennai,CGWB,2014-01-05,1.9,13.025,80.25833333,2,2014
Chepauk (A),Tamil Nadu,Chennai,CGWB,2014-01-05,2.82,13.05555556,80.28138889,2,2014
Alwarpet,Tamil Nadu,Chennai,CGWB,2014-05-15,3.2,13.025,80.25833333,2,2014
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2014-05-15,4.1,13.02222222,80.225,2,2014
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2014-05-15,7.35,13.10555556,80.28138889,2,2014
Vepery,Tamil Nadu,Chennai,CGWB,2014-05-15,7.36,13.08333333,80.27083333,2,2014
Besant Nagar,Tamil Nadu,Chennai,CGWB,2014-05-15,5.58,13.00138889,80.27,2,2014
Chepauk (A),Tamil Nadu,Chennai,CGWB,2014-05-15,3.96,13.05555556,80.28138889,2,2014
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2014-08-25,2.0,13.04166667,80.20833333,2,2014
Besant Nagar,Tamil Nadu,Chennai,CGWB,2014-08-25,4.2,13.00138889,80.27,2,2014
Chepauk (A),Tamil Nadu,Chennai,CGWB,2014-08-25,3.23,13.05555556,80.28138889,2,2014
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2014-08-25,6.18,13.02222222,80.225,2,2014
Alwarpet,Tamil Nadu,Chennai,CGWB,2014-08-25,2.4,13.025,80.25833333,2,2014
Tondiarpet,Tamil Nadu,Chennai,CGWB,2014-08-25,6.6,13.11666667,80.275,2,2014
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2014-08-25,8.0,13.10555556,80.28138889,2,2014
Vepery,Tamil Nadu,Chennai,CGWB,2014-08-25,2.72,13.08333333,80.27083333,2,2014
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2014-11-05,7.1,13.10555556,80.28138889,2,2014
Vepery,Tamil Nadu,Chennai,CGWB,2014-11-05,1.65,13.08333333,80.27083333,2,2014
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2014-11-05,0.55,13.04166667,80.20833333,2,2014
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2014-11-05,0.88,13.02222222,80.225,2,2014
Chepauk (A),Tamil Nadu,Chennai,CGWB,2014-11-05,2.2,13.05555556,80.28138889,2,2014
Besant Nagar,Tamil Nadu,Chennai,CGWB,2014-11-05,2.3,13.00138889,80.27,2,2014
Alwarpet,Tamil Nadu,Chennai,CGWB,2014-11-05,1.5,13.025,80.25833333,2,2014
Alwarpet,Tamil Nadu,Chennai,CGWB,2015-01-05,4.65,13.025,80.25833333,2,2015
Besant Nagar,Tamil Nadu,Chennai,CGWB,2015-01-05,6.23,13.00138889,80.27,2,2015
Chepauk (A),Tamil Nadu,Chennai,CGWB,2015-01-05,2.65,13.05555556,80.28138889,2,2015
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2015-01-05,6.23,13.02222222,80.225,2,2015
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2015-01-05,4.74,13.04166667,80.20833333,2,2015
Chepauk (A),Tamil Nadu,Chennai,CGWB,2015-05-15,3.87,13.05555556,80.28138889,2,2015
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2015-05-15,4.04,13.02222222,80.225,2,2015
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2015-05-15,2.56,13.04166667,80.20833333,2,2015
Tondiarpet,Tamil Nadu,Chennai,CGWB,2015-05-15,5.6,13.11666667,80.275,2,2015
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2015-05-15,7.0,13.10555556,80.28138889,2,2015
Vepery,Tamil Nadu,Chennai,CGWB,2015-05-15,6.8,13.08333333,80.27083333,2,2015
Alwarpet,Tamil Nadu,Chennai,CGWB,2015-05-15,2.66,13.025,80.25833333,2,2015
Besant Nagar,Tamil Nadu,Chennai,CGWB,2015-05-15,4.76,13.00138889,80.27,2,2015
Besant Nagar,Tamil Nadu,Chennai,CGWB,2015-08-25,5.07,13.00138889,80.27,2,2015
Vepery,Tamil Nadu,Chennai,CGWB,2015-08-25,5.96,13.08333333,80.27083333,2,2015
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2015-08-25,7.15,13.10555556,80.28138889,2,2015
Tondiarpet,Tamil Nadu,Chennai,CGWB,2015-08-25,5.6,13.11666667,80.275,2,2015
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2015-08-25,2.32,13.04166667,80.20833333,2,2015
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2015-08-25,4.25,13.02222222,80.225,2,2015
Chepauk (A),Tamil Nadu,Chennai,CGWB,2015-08-25,3.5,13.05555556,80.28138889,2,2015
Alwarpet,Tamil Nadu,Chennai,CGWB,2015-08-25,2.66,13.025,80.25833333,2,2015
Alwarpet,Tamil Nadu,Chennai,CGWB,2015-11-05,2.53,13.025,80.25833333,2,2015
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2015-11-05,1.9,13.04166667,80.20833333,2,2015
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2015-11-05,4.73,13.02222222,80.225,2,2015
Besant Nagar,Tamil Nadu,Chennai,CGWB,2015-11-05,5.7,13.00138889,80.27,2,2015
Vepery,Tamil Nadu,Chennai,CGWB,2015-11-05,6.94,13.08333333,80.27083333,2,2015
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2015-11-05,7.6,13.10555556,80.28138889,2,2015
Chepauk (A),Tamil Nadu,Chennai,CGWB,2015-11-05,3.2,13.05555556,80.28138889,2,2015
Tondiarpet,Tamil Nadu,Chennai,CGWB,2015-11-05,5.98,13.11666667,80.275,2,2015
Alwarpet,Tamil Nadu,Chennai,CGWB,2016-05-15,2.4,13.025,80.25833333,2,2016
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2016-05-15,5.03,13.10555556,80.28138889,2,2016
Besant Nagar,Tamil Nadu,Chennai,CGWB,2016-05-15,2.6,13.00138889,80.27,2,2016
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2016-05-15,1.77,13.04166667,80.20833333,2,2016
Chepauk (A),Tamil Nadu,Chennai,CGWB,2016-05-15,3.28,13.05555556,80.28138889,2,2016
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2016-05-15,2.22,13.02222222,80.225,2,2016
Vepery,Tamil Nadu,Chennai,CGWB,2016-05-15,4.84,13.08333333,80.27083333,2,2016
Tondiarpet,Tamil Nadu,Chennai,CGWB,2016-05-15,4.48,13.11666667,80.275,2,2016
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2016-08-25,6.45,13.10555556,80.28138889,2,2016
Tondiarpet,Tamil Nadu,Chennai,CGWB,2016-08-25,6.6,13.11666667,80.275,2,2016
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2016-08-25,2.16,13.04166667,80.20833333,2,2016
Chepauk (A),Tamil Nadu,Chennai,CGWB,2016-08-25,3.5,13.05555556,80.28138889,2,2016
Besant Nagar,Tamil Nadu,Chennai,CGWB,2016-08-25,3.3,13.00138889,80.27,2,2016
Alwarpet,Tamil Nadu,Chennai,CGWB,2016-08-25,3.3,13.025,80.25833333,2,2016
Vepery,Tamil Nadu,Chennai,CGWB,2016-11-05,3.9,13.08333333,80.27083333,2,2016
Tondiarpet,Tamil Nadu,Chennai,CGWB,2016-11-05,4.7,13.11666667,80.275,2,2016
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2016-11-05,1.4,13.04166667,80.20833333,2,2016
Alwarpet,Tamil Nadu,Chennai,CGWB,2016-11-05,3.1,13.025,80.25833333,2,2016
Besant Nagar,Tamil Nadu,Chennai,CGWB,2016-11-05,3.4,13.00138889,80.27,2,2016
Chepauk (A),Tamil Nadu,Chennai,CGWB,2016-11-05,3.5,13.05555556,80.28138889,2,2016
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2016-11-05,3.0,13.02222222,80.225,2,2016
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2016-11-05,5.95,13.10555556,80.28138889,2,2016
Vepery,Tamil Nadu,Chennai,CGWB,2017-01-05,4.0,13.08333333,80.27083333,2,2017
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2017-01-05,7.68,13.10555556,80.28138889,2,2017
Alwarpet,Tamil Nadu,Chennai,CGWB,2017-01-05,3.5,13.025,80.25833333,2,2017
Besant Nagar,Tamil Nadu,Chennai,CGWB,2017-01-05,3.6,13.00138889,80.27,2,2017
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2017-01-05,2.2,13.04166667,80.20833333,2,2017
Chepauk (A),Tamil Nadu,Chennai,CGWB,2017-01-05,3.72,13.05555556,80.28138889,2,2017
Alwarpet,Tamil Nadu,Chennai,CGWB,2017-05-15,3.65,13.025,80.25833333,2,2017
Besant Nagar,Tamil Nadu,Chennai,CGWB,2017-05-15,5.05,13.00138889,80.27,2,2017
Chepauk (A),Tamil Nadu,Chennai,CGWB,2017-05-15,4.44,13.05555556,80.28138889,2,2017
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2017-05-15,7.65,13.10555556,80.28138889,2,2017
Vepery,Tamil Nadu,Chennai,CGWB,2017-05-15,8.88,13.08333333,80.27083333,2,2017
Vepery,Tamil Nadu,Chennai,CGWB,2017-08-25,8.7,13.08333333,80.27083333,2,2017
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2017-08-25,7.78,13.10555556,80.28138889,2,2017
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2017-08-25,4.95,13.04166667,80.20833333,2,2017
Chepauk (A),Tamil Nadu,Chennai,CGWB,2017-08-25,4.42,13.05555556,80.28138889,2,2017
Besant Nagar,Tamil Nadu,Chennai,CGWB,2017-08-25,5.6,13.00138889,80.27,2,2017
Alwarpet,Tamil Nadu,Chennai,CGWB,2017-08-25,3.7,13.025,80.25833333,2,2017
Vepery,Tamil Nadu,Chennai,CGWB,2017-11-05,5.91,13.08333333,80.27083333,2,2017
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2017-11-05,5.22,13.10555556,80.28138889,2,2017
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2017-11-05,1.56,13.04166667,80.20833333,2,2017
Chepauk (A),Tamil Nadu,Chennai,CGWB,2017-11-05,2.64,13.05555556,80.28138889,2,2017
Alwarpet,Tamil Nadu,Chennai,CGWB,2017-11-05,1.5,13.025,80.25833333,2,2017
Besant Nagar,Tamil Nadu,Chennai,CGWB,2017-11-05,3.4,13.00138889,80.27,2,2017
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2017-11-05,1.78,13.02222222,80.225,2,2017
Besant Nagar,Tamil Nadu,Chennai,CGWB,2018-01-22,3.8,13.00138889,80.27,2,2018
Vepery,Tamil Nadu,Chennai,CGWB,2018-01-22,4.6,13.08333333,80.27083333,2,2018
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2018-01-22,2.7,13.04166667,80.20833333,2,2018
Chepauk (A),Tamil Nadu,Chennai,CGWB,2018-01-22,3.32,13.05555556,80.28138889,2,2018
Alwarpet,Tamil Nadu,Chennai,CGWB,2018-05-30,5.35,13.025,80.25833333,2,2018
Vepery,Tamil Nadu,Chennai,CGWB,2018-05-30,5.6,13.08333333,80.27083333,2,2018
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2018-05-30,6.83,13.10555556,80.28138889,2,2018
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2018-05-30,2.75,13.04166667,80.20833333,2,2018
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2018-05-30,8.4,13.02222222,80.225,2,2018
Chepauk (A),Tamil Nadu,Chennai,CGWB,2018-05-30,5.42,13.05555556,80.28138889,2,2018
Besant Nagar,Tamil Nadu,Chennai,CGWB,2018-05-30,5.2,13.00138889,80.27,2,2018
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2018-07-05,7.2,13.02222222,80.225,2,2018
Chepauk (A),Tamil Nadu,Chennai,CGWB,2018-08-30,4.32,13.05555556,80.28138889,2,2018
Alwarpet,Tamil Nadu,Chennai,CGWB,2018-08-30,5.8,13.025,80.25833333,2,2018
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2018-08-30,6.5,13.02222222,80.225,2,2018
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2018-08-30,3.3,13.04166667,80.20833333,2,2018
Vepery,Tamil Nadu,Chennai,CGWB,2018-08-30,6.8,13.08333333,80.27083333,2,2018
Besant Nagar,Tamil Nadu,Chennai,CGWB,2018-08-30,6.0,13.00138889,80.27,2,2018
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2018-11-05,5.05,13.02222222,80.225,2,2018
Besant Nagar,Tamil Nadu,Chennai,CGWB,2018-11-17,5.45,13.00138889,80.27,2,2018
Vepery,Tamil Nadu,Chennai,CGWB,2018-11-17,4.54,13.08333333,80.27083333,2,2018
Alwarpet,Tamil Nadu,Chennai,CGWB,2018-11-17,3.3,13.025,80.25833333,2,2018
Chepauk (A),Tamil Nadu,Chennai,CGWB,2018-11-17,4.2,13.05555556,80.28138889,2,2018
Tondiarpet,Tamil Nadu,Chennai,CGWB,2018-11-17,10.3,13.11666667,80.275,2,2018
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2018-11-17,7.9,13.10555556,80.28138889,2,2018
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2019-01-27,6.3,13.02222222,80.225,2,2019
Chepauk (A),Tamil Nadu,Chennai,CGWB,2019-01-27,4.42,13.05555556,80.28138889,2,2019
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2019-01-27,8.0,13.10555556,80.28138889,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2019-01-27,3.6,13.08333333,80.27083333,2,2019
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2019-01-27,2.8,13.04166667,80.20833333,2,2019
Besant Nagar,Tamil Nadu,Chennai,CGWB,2019-01-27,5.95,13.00138889,80.27,2,2019
Tondiarpet,Tamil Nadu,Chennai,CGWB,2019-01-27,11.1,13.11666667,80.275,2,2019
Alwarpet,Tamil Nadu,Chennai,CGWB,2019-01-27,4.6,13.025,80.25833333,2,2019
Tondiarpet,Tamil Nadu,Chennai,CGWB,2019-01-30,9.8,13.11666667,80.275,2,2019
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2019-01-30,8.85,13.10555556,80.28138889,2,2019
Alwarpet,Tamil Nadu,Chennai,CGWB,2019-01-30,3.97,13.025,80.25833333,2,2019
Besant Nagar,Tamil Nadu,Chennai,CGWB,2019-01-30,5.5,13.00138889,80.27,2,2019
Chepauk (A),Tamil Nadu,Chennai,CGWB,2019-01-30,4.0,13.05555556,80.28138889,2,2019
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2019-01-30,6.3,13.02222222,80.225,2,2019
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2019-01-30,2.9,13.04166667,80.20833333,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2019-01-30,2.9,13.08333333,80.27083333,2,2019
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2019-05-30,8.45,13.10555556,80.28138889,2,2019
Besant Nagar,Tamil Nadu,Chennai,CGWB,2019-05-30,5.2,13.00138889,80.27,2,2019
Chepauk (A),Tamil Nadu,Chennai,CGWB,2019-05-30,4.4,13.05555556,80.28138889,2,2019
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2019-05-30,7.6,13.02222222,80.225,2,2019
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2019-05-30,3.8,13.04166667,80.20833333,2,2019
Tondiarpet,Tamil Nadu,Chennai,CGWB,2019-05-30,7.9,13.11666667,80.275,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2019-05-30,4.15,13.08333333,80.27083333,2,2019
Alwarpet,Tamil Nadu,Chennai,CGWB,2019-05-30,3.47,13.025,80.25833333,2,2019
Chepauk (A),Tamil Nadu,Chennai,CGWB,2019-08-30,4.1,13.05555556,80.28138889,2,2019
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2019-08-30,4.1,13.04166667,80.20833333,2,2019
Tondiarpet,Tamil Nadu,Chennai,CGWB,2019-08-30,9.8,13.11666667,80.275,2,2019
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2019-08-30,8.85,13.10555556,80.28138889,2,2019
Alwarpet,Tamil Nadu,Chennai,CGWB,2019-08-30,5.57,13.025,80.25833333,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2019-08-30,5.9,13.08333333,80.27083333,2,2019
Besant Nagar,Tamil Nadu,Chennai,CGWB,2019-11-30,5.0,13.00138889,80.27,2,2019
Chepauk (A),Tamil Nadu,Chennai,CGWB,2019-11-30,3.3,13.05555556,80.28138889,2,2019
Alwarpet,Tamil Nadu,Chennai,CGWB,2019-11-30,3.37,13.025,80.25833333,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2019-11-30,7.3,13.08333333,80.27083333,2,2019
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2019-11-30,8.65,13.10555556,80.28138889,2,2019
Tondiarpet,Tamil Nadu,Chennai,CGWB,2019-11-30,7.2,13.11666667,80.275,2,2019
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2019-11-30,3.15,13.02222222,80.225,2,2019
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2019-11-30,2.4,13.04166667,80.20833333,2,2019
Vepery,Tamil Nadu,Chennai,CGWB,2020-01-10,4.3,13.08333333,80.27083333,2,2020
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2020-01-10,3.4,13.04166667,80.20833333,2,2020
Alwarpet,Tamil Nadu,Chennai,CGWB,2020-01-10,3.37,13.025,80.25833333,2,2020
Chepauk (A),Tamil Nadu,Chennai,CGWB,2020-01-10,3.5,13.05555556,80.28138889,2,2020
Besant Nagar,Tamil Nadu,Chennai,CGWB,2020-01-10,6.5,13.00138889,80.27,2,2020
Tondiarpet,Tamil Nadu,Chennai,CGWB,2020-01-10,7.8,13.11666667,80.275,2,2020
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2020-01-10,7.9,13.10555556,80.28138889,2,2020
Alwarpet,Tamil Nadu,Chennai,CGWB,2020-08-25,4.07,13.025,80.25833333,2,2020
Besant Nagar,Tamil Nadu,Chennai,CGWB,2020-08-25,5.8,13.00138889,80.27,2,2020
Chepauk (A),Tamil Nadu,Chennai,CGWB,2020-08-25,4.0,13.05555556,80.28138889,2,2020
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2020-08-25,3.1,13.04166667,80.20833333,2,2020
Tondiarpet,Tamil Nadu,Chennai,CGWB,2020-08-25,8.6,13.11666667,80.275,2,2020
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2020-08-25,6.95,13.10555556,80.28138889,2,2020
Vepery,Tamil Nadu,Chennai,CGWB,2020-08-25,5.4,13.08333333,80.27083333,2,2020
Besant Nagar,Tamil Nadu,Chennai,CGWB,2020-11-30,4.3,13.00138889,80.27,2,2020
Alwarpet,Tamil Nadu,Chennai,CGWB,2020-11-30,1.67,13.025,80.25833333,2,2020
Chepauk (A),Tamil Nadu,Chennai,CGWB,2020-11-30,2.06,13.05555556,80.28138889,2,2020
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2020-11-30,2.12,13.04166667,80.20833333,2,2020
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2020-11-30,7.08,13.10555556,80.28138889,2,2020
Vepery,Tamil Nadu,Chennai,CGWB,2020-11-30,5.82,13.08333333,80.27083333,2,2020
Vepery,Tamil Nadu,Chennai,CGWB,2021-01-10,4.4,13.08333333,80.27083333,2,2021
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2021-01-10,5.5,13.10555556,80.28138889,2,2021
Alwarpet,Tamil Nadu,Chennai,CGWB,2021-01-10,1.46,13.025,80.25833333,2,2021
Besant Nagar,Tamil Nadu,Chennai,CGWB,2021-01-10,2.96,13.00138889,80.27,2,2021
Tondiarpet,Tamil Nadu,Chennai,CGWB,2021-01-10,4.66,13.11666667,80.275,2,2021
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2021-01-10,1.1,13.04166667,80.20833333,2,2021
Chepauk (A),Tamil Nadu,Chennai,CGWB,2021-01-10,2.54,13.05555556,80.28138889,2,2021
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2021-01-10,0.71,13.02222222,80.225,2,2021
Vepery,Tamil Nadu,Chennai,CGWB,2021-08-31,9.0,13.08333333,80.27083333,2,2021
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2021-08-31,1.35,13.04166667,80.20833333,2,2021
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2021-08-31,1.75,13.02222222,80.225,2,2021
Chepauk (A),Tamil Nadu,Chennai,CGWB,2021-08-31,3.73,13.05555556,80.28138889,2,2021
Besant Nagar,Tamil Nadu,Chennai,CGWB,2021-08-31,4.22,13.00138889,80.27,2,2021
Alwarpet,Tamil Nadu,Chennai,CGWB,2021-08-31,2.3,13.025,80.25833333,2,2021
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2021-08-31,6.56,13.10555556,80.28138889,2,2021
Alwarpet,Tamil Nadu,Chennai,CGWB,2021-11-30,1.26,13.025,80.25833333,2,2021
Besant Nagar,Tamil Nadu,Chennai,CGWB,2021-11-30,1.32,13.00138889,80.27,2,2021
Vepery,Tamil Nadu,Chennai,CGWB,2021-11-30,2.74,13.08333333,80.27083333,2,2021
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2021-11-30,1.17,13.04166667,80.20833333,2,2021
Tondiarpet,Tamil Nadu,Chennai,CGWB,2021-11-30,3.4,13.11666667,80.275,2,2021
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2021-11-30,3.24,13.10555556,80.28138889,2,2021
Chepauk (A),Tamil Nadu,Chennai,CGWB,2021-11-30,1.6,13.05555556,80.28138889,2,2021
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2022-01-30,0.5,13.02222222,80.225,2,2022
Besant Nagar,Tamil Nadu,Chennai,CGWB,2022-01-30,1.4,13.00138889,80.27,2,2022
Alwarpet,Tamil Nadu,Chennai,CGWB,2022-01-30,1.7,13.025,80.25833333,2,2022
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2022-01-30,1.02,13.04166667,80.20833333,2,2022
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2022-01-30,2.33,13.10555556,80.28138889,2,2022
Vepery,Tamil Nadu,Chennai,CGWB,2022-01-30,1.5,13.08333333,80.27083333,2,2022
Chepauk (A),Tamil Nadu,Chennai,CGWB,2022-01-30,0.64,13.05555556,80.28138889,2,2022
Guindy(CLRI),Tamil Nadu,Chennai,CGWB,2022-05-30,1.98,13.02222222,80.225,2,2022
Chepauk (A),Tamil Nadu,Chennai,CGWB,2022-05-30,0.84,13.05555556,80.28138889,2,2022
Besant Nagar,Tamil Nadu,Chennai,CGWB,2022-05-30,3.95,13.00138889,80.27,2,2022
K.K.Nagar,Tamil Nadu,Chennai,CGWB,2022-05-30,1.69,13.04166667,80.20833333,2,2022
Alwarpet,Tamil Nadu,Chennai,CGWB,2022-05-30,5.0,13.025,80.25833333,2,2022
Tondiarpet,Tamil Nadu,Chennai,CGWB,2022-05-30,6.59,13.11666667,80.275,2,2022
Vallalar Nagar,Tamil Nadu,Chennai,CGWB,2022-05-30,4.61,13.10555556,80.28138889,2,2022
Vepery,Tamil Nadu,Chennai,CGWB,2022-05-30,3.2,13.08333333,80.27083333,2,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-01,3.8760002,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-01,2.8574998,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-01,3.5759997,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-02,3.8940003,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-02,2.8825,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-02,3.5575,13.008908,80.262662,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-03,3.896,13.116967,80.285188,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-03,2.895,12.998462,80.264539,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-03,3.545,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-04,2.9,12.998462,80.264539,1,2022
WASAHERMENPET,Tamil Nadu,Chennai,CGWB,2022-08-04,3.8940003,13.116967,80.285188,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-04,3.535,13.008908,80.262662,1,2022
ADAYAR_1,Tamil Nadu,Chennai,CGWB,2022-08-05,3.545,13.008908,80.262662,1,2022
BEASANT NAGAR,Tamil Nadu,Chennai,CGWB,2022-08-05,2.9025002,12.998462,80.264539,1,2022
