Station Name,State Name,District Name,Basin Name,Sub Basin Name,Agency Name,Date Collection,Total Alkalinity (mg/L),Arsenic (mg/L),Calcium (mg/L),Chloride (mg/L),Carbonate (mg/L),Electrical Conductivity (mumhos/cm) at 25 C),Fluoride (mg/L),Iron (mg/L),Total Hardness (mg/L),Bicarbonate (mg/L),Potassium (mg/L),Magnesium (mg/L),Sodium (mg/L),Nitrate (mg/L),"Phosphorus, ortho-phosphate (mg/L)",pH2,Residual Sodium Carbonate,Sodium Absorption Ratio,Silicate (SiO2) (mg/L),Sulphate (mg/L),Total Dissolved Solids (mg/L),Uranium,Latitude,Longitude
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Tondiarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,270.0,,52.0,213.0,0.0,1690.0,1.26,,270.0,329.4,3.0,34.1,263.0,,,6.92,0.0,6.96,,220.0,,,13.11666667,80.275
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Tirumangalam1,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,150.0,,32.0,128.0,0.0,832.0,0.45,,150.0,183.0,4.0,17.06,120.0,1.0,,7.02,0.0,4.26,,71.0,,,9.8238241,77.9862243
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,314.75,,52.0,476.0,0.0,2650.0,1.18,,420.0,384.0,5.0,70.57,413.0,52.0,,6.72,-2.11,8.77,,250.0,,,13.05555556,80.28138889
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,519.67,,40.0,1022.0,0.0,5210.0,0.92,,480.0,634.0,9.0,92.44,972.0,,,7.15,0.79,19.3,,480.0,,,13.08333333,80.27083333
Aminjikarai,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2014-05,125.41,,28.0,128.0,0.0,728.0,0.38,,210.0,153.0,2.0,34.0,70.0,2.0,,6.93,-1.69,2.1,,45.0,,,13.0721399,80.2205453
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,285.25,,20.0,188.0,0.0,1110.0,0.73,,205.0,348.0,6.0,37.71,161.0,,,7.6,1.6,4.89,,19.0,,,13.01666667,80.26666667
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,250.0,,30.0,71.0,0.0,790.0,0.36,,180.0,305.0,5.0,25.57,97.0,,,7.6,1.4,3.14,,14.0,,,13.04166667,80.20833333
Vallalar Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,314.75,,56.0,170.0,0.0,1170.0,0.56,,335.0,384.0,14.0,47.48,110.0,,,7.6,-0.41,2.61,,29.0,,,13.10555556,80.28138889
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,,,80.0,,,3400.0,,,720.0,,0.72,126.53,437.0,,,7.3,-14.4,7.08,,,,,13.08333333,80.27083333
Thiyagarayanagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,290.16,,28.0,213.0,0.0,1210.0,0.34,,195.0,354.0,29.0,30.43,173.0,20.0,,7.5,1.9,5.39,,24.0,,,13.04268355862069,80.23468378551723
Thiyagarayanagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,290.16,,28.0,213.0,0.0,1210.0,0.34,,195.0,354.0,29.0,30.43,173.0,20.0,,7.5,1.9,5.39,,24.0,,,13.04268355862069,80.23468378551723
Velachery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,59.84,,36.0,53.0,0.0,400.0,0.11,,105.0,73.0,16.0,3.69,35.0,12.0,,7.6,-0.9,1.49,,24.0,,,12.98016545,80.22285056225584
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,250.0,,30.0,71.0,0.0,790.0,0.36,,180.0,305.0,5.0,25.57,97.0,,,7.6,1.4,3.14,,14.0,,,13.04166667,80.20833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
Velachery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,59.84,,36.0,53.0,0.0,400.0,0.11,,105.0,73.0,16.0,3.69,35.0,12.0,,7.6,-0.9,1.49,,24.0,,,12.98016545,80.22285056225584
Thiyagarayanagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,290.16,,28.0,213.0,0.0,1210.0,0.34,,195.0,354.0,29.0,30.43,173.0,20.0,,7.5,1.9,5.39,,24.0,,,13.04268355862069,80.23468378551723
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,285.25,,20.0,188.0,0.0,1110.0,0.73,,205.0,348.0,6.0,37.71,161.0,,,7.6,1.6,4.89,,19.0,,,13.01666667,80.26666667
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
Velachery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,59.84,,36.0,53.0,0.0,400.0,0.11,,105.0,73.0,16.0,3.69,35.0,12.0,,7.6,-0.9,1.49,,24.0,,,12.98016545,80.22285056225584
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,300.0,,32.0,145.0,0.0,1120.0,0.47,,135.0,366.0,10.0,13.41,189.0,,,7.6,3.3,7.08,,34.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,300.0,,32.0,145.0,0.0,1120.0,0.47,,135.0,366.0,10.0,13.41,189.0,,,7.6,3.3,7.08,,34.0,,,13.025,80.25833333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,,,80.0,,,3400.0,,,720.0,,0.72,126.53,437.0,,,7.3,-14.4,7.08,,,,,13.08333333,80.27083333
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,250.0,,30.0,71.0,0.0,790.0,0.36,,180.0,305.0,5.0,25.57,97.0,,,7.6,1.4,3.14,,14.0,,,13.04166667,80.20833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,300.0,,32.0,145.0,0.0,1120.0,0.47,,135.0,366.0,10.0,13.41,189.0,,,7.6,3.3,7.08,,34.0,,,13.025,80.25833333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,300.0,,32.0,145.0,0.0,1120.0,0.47,,135.0,366.0,10.0,13.41,189.0,,,7.6,3.3,7.08,,34.0,,,13.025,80.25833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,250.0,,30.0,71.0,0.0,790.0,0.36,,180.0,305.0,5.0,25.57,97.0,,,7.6,1.4,3.14,,14.0,,,13.04166667,80.20833333
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
Vallalar Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,314.75,,56.0,170.0,0.0,1170.0,0.56,,335.0,384.0,14.0,47.48,110.0,,,7.6,-0.41,2.61,,29.0,,,13.10555556,80.28138889
Velachery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,59.84,,36.0,53.0,0.0,400.0,0.11,,105.0,73.0,16.0,3.69,35.0,12.0,,7.6,-0.9,1.49,,24.0,,,12.98016545,80.22285056225584
Thiyagarayanagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,290.16,,28.0,213.0,0.0,1210.0,0.34,,195.0,354.0,29.0,30.43,173.0,20.0,,7.5,1.9,5.39,,24.0,,,13.04268355862069,80.23468378551723
Vallalar Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,314.75,,56.0,170.0,0.0,1170.0,0.56,,335.0,384.0,14.0,47.48,110.0,,,7.6,-0.41,2.61,,29.0,,,13.10555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Vallalar Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,314.75,,56.0,170.0,0.0,1170.0,0.56,,335.0,384.0,14.0,47.48,110.0,,,7.6,-0.41,2.61,,29.0,,,13.10555556,80.28138889
Chepauk (A),Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,325.41,,56.0,581.0,0.0,2400.0,0.59,,290.0,397.0,13.0,36.54,414.0,35.0,,7.5,0.71,10.58,,29.0,,,13.05555556,80.28138889
Thiyagarayanagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,290.16,,28.0,213.0,0.0,1210.0,0.34,,195.0,354.0,29.0,30.43,173.0,20.0,,7.5,1.9,5.39,,24.0,,,13.04268355862069,80.23468378551723
Besant Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,150.0,,36.0,71.0,0.0,610.0,0.41,,150.0,183.0,8.0,14.63,69.0,,,7.7,0.0,2.45,,24.0,,,13.00138889,80.27
Velachery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,59.84,,36.0,53.0,0.0,400.0,0.11,,105.0,73.0,16.0,3.69,35.0,12.0,,7.6,-0.9,1.49,,24.0,,,12.98016545,80.22285056225584
K.K.Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,250.0,,30.0,71.0,0.0,790.0,0.36,,180.0,305.0,5.0,25.57,97.0,,,7.6,1.4,3.14,,14.0,,,13.04166667,80.20833333
Vepery,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,,,80.0,,,3400.0,,,720.0,,0.72,126.53,437.0,,,7.3,-14.4,7.08,,,,,13.08333333,80.27083333
Alwarpet,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,300.0,,32.0,145.0,0.0,1120.0,0.47,,135.0,366.0,10.0,13.41,189.0,,,7.6,3.3,7.08,,34.0,,,13.025,80.25833333
Vallalar Nagar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,314.75,,56.0,170.0,0.0,1170.0,0.56,,335.0,384.0,14.0,47.48,110.0,,,7.6,-0.41,2.61,,29.0,,,13.10555556,80.28138889
Adyar,Tamil Nadu,Chennai,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,CGWB,2015-05,285.25,,20.0,188.0,0.0,1110.0,0.73,,205.0,348.0,6.0,37.71,161.0,,,7.6,1.6,4.89,,19.0,,,13.01666667,80.26666667
